Question                                                                                            , Reponse                                                                                                                                                                                                   , Categorie                                                                                           , SousTheme                                                          , Source
Y a-t-il des aménagements d'examens pour handicap ?                                                 , Des aménagements d'examens peuvent être accordés selon les cas.                                                                                                                                           , Examens et Évaluations                                                                              , Aménagements                                                       , À vérifier
SUP'PTIC est-elle accessible aux malvoyants ?                                                       , Les informations sur l'accessibilité spécifique sont à vérifier.                                                                                                                                          , Vie Pratique                                                                                        , Accessibilité                                                      , À vérifier
Comment porter réclamation à SUP'PTIC ?                                                             , Les procédures de réclamation sont définies par le règlement intérieur.                                                                                                                                   , Communication et Vie Institutionnelle                                                               , Réclamations                                                       , À vérifier
Y a-t-il un service de médiation ?                                                                  , Les procédures de médiation sont à vérifier auprès de l'administration.                                                                                                                                   , Communication et Vie Institutionnelle                                                               , Médiation                                                          , À vérifier
Comment participer aux instances de l'école ?                                                       , Les modalités de participation étudiante aux instances sont définies par les textes.                                                                                                                      , Communication et Vie Institutionnelle                                                               , Participation                                                      , À vérifier
Y a-t-il des représentants étudiants ?                                                              , Les informations sur la représentation étudiante sont à vérifier.                                                                                                                                         , Communication et Vie Institutionnelle                                                               , Représentation                                                     , À vérifier
Comment se porter candidat aux élections étudiantes ?                                               , Les procédures électorales sont à vérifier auprès des services concernés.                                                                                                                                 , Communication et Vie Institutionnelle                                                               , Élections                                                          , À vérifier
SUP'PTIC publie-t-elle une newsletter ?                                                             , Les canaux de communication officiels incluent le site web et les réseaux sociaux.                                                                                                                        , Communication et Vie Institutionnelle                                                               , Newsletter                                                         , À vérifier
Comment rester informé des actualités de SUP'PTIC ?                                                 , Via le site web officiel les réseaux sociaux et les communications internes.                                                                                                                              , Communication et Vie Institutionnelle                                                               , Actualités                                                         , https://e-supptic.cm/actualites/
Y a-t-il un journal étudiant ?                                                                      , Les informations sur les publications étudiantes sont à vérifier.                                                                                                                                         , Communication et Vie Institutionnelle                                                               , Publications                                                       , À vérifier
Peut-on organiser un événement sur le campus ?                                                      , Les demandes d'organisation d'événements sont à soumettre à l'administration.                                                                                                                             , Vie Étudiante                                                                                       , Organisation d'événements                                          , À vérifier
Comment réserver une salle pour un événement ?                                                      , Les procédures de réservation sont à vérifier auprès de l'administration.                                                                                                                                 , Vie Pratique                                                                                        , Réservation de salles                                              , À vérifier
Y a-t-il un service de photocopie sur le campus ?                                                   , Les services annexes disponibles sur le campus sont à vérifier.                                                                                                                                           , Vie Pratique                                                                                        , Services annexes                                                   , À vérifier
Où acheter des fournitures scolaires près de SUP'PTIC ?                                             , Des commerces de fournitures sont disponibles à proximité du campus.                                                                                                                                      , Vie Pratique                                                                                        , Fournitures                                                        , À vérifier
Y a-t-il des banques partenaires de SUP'PTIC ?                                                      , Les partenariats avec des institutions financières sont à vérifier.                                                                                                                                       , Vie Pratique                                                                                        , Services bancaires                                                 , À vérifier
Peut-on payer par mobile money ?                                                                    , Les modes de paiement acceptés sont à vérifier auprès du service financier.                                                                                                                               , Vie Pratique                                                                                        , Services bancaires                                                 , À vérifier
Y a-t-il un distributeur de billets sur le campus ?                                                 , Les services bancaires disponibles sur ou près du campus sont à vérifier.                                                                                                                                 , Vie Pratique                                                                                        , Services bancaires                                                 , À vérifier
Quel est le coût de la vie à Yaoundé pour un étudiant ?                                             , Le coût de la vie varie mais comprend logement transport restauration et fournitures.                                                                                                                     , Vie Pratique                                                                                        , Coût de la vie                                                     , À vérifier
Combien faut-il prévoir par mois pour vivre à Yaoundé ?                                             , Le budget mensuel dépend du mode de vie mais inclut environ 50000-150000 FCFA minimum.                                                                                                                    , Vie Pratique                                                                                        , Budget étudiant                                                    , À vérifier
Y a-t-il des jobs étudiants disponibles ?                                                           , Les opportunités de jobs étudiants sont à chercher localement.                                                                                                                                            , Vie Pratique                                                                                        , Emploi étudiant                                                    , À vérifier
SUP'PTIC aide-t-elle à trouver un job étudiant ?                                                    , Les informations sur l'aide à l'emploi étudiant sont à vérifier.                                                                                                                                          , Vie Pratique                                                                                        , Emploi étudiant                                                    , À vérifier
Peut-on faire un stage rémunéré ?                                                                   , De nombreux stages sont rémunérés selon les entreprises d'accueil.                                                                                                                                        , Vie Pratique                                                                                        , Stages                                                             , À vérifier
Comment trouver un stage à l'étranger ?                                                             , SUP'PTIC peut faciliter via ses partenariats internationaux.                                                                                                                                              , Vie Pratique                                                                                        , Stages internationaux                                              , À vérifier
Les stages à l'étranger sont-ils validés ?                                                          , Oui sous réserve de validation par l'administration.                                                                                                                                                      , Vie Pratique                                                                                        , Stages                                                             , À vérifier
Peut-on prolonger son stage ?                                                                       , Les modalités de prolongation de stage sont à discuter avec l'encadrant et l'administration.                                                                                                              , Vie Pratique                                                                                        , Stages                                                             , À vérifier
Comment rédiger un rapport de stage ?                                                               , Des directives sont fournies par les enseignants encadrants.                                                                                                                                              , Vie Pratique                                                                                        , Rapports                                                           , À vérifier
Y a-t-il des modèles de rapport de stage ?                                                          , Des modèles et guides sont généralement fournis par les départements.                                                                                                                                     , Vie Pratique                                                                                        , Rapports                                                           , À vérifier
Comment se déroule la soutenance de stage ?                                                         , La soutenance se fait devant un jury selon les modalités définies.                                                                                                                                        , Vie Pratique                                                                                        , Soutenances                                                        , À vérifier
Qui compose le jury de soutenance ?                                                                 , Le jury est composé d'enseignants et parfois de professionnels.                                                                                                                                           , Vie Pratique                                                                                        , Jury                                                               , À vérifier
Combien de temps dure une soutenance ?                                                              , La durée varie généralement entre 20 et 45 minutes selon le niveau.                                                                                                                                       , Vie Pratique                                                                                        , Soutenances                                                        , À vérifier
Comment se préparer à une soutenance ?                                                              , Par la maîtrise du sujet la préparation d'une présentation claire et l'anticipation des questions.                                                                                                        , Vie Pratique                                                                                        , Préparation soutenance                                             , À vérifier
Peut-on refaire une soutenance en cas d'échec ?                                                     , Les modalités de reprise sont définies par le règlement académique.                                                                                                                                       , Vie Pratique                                                                                        , Soutenances                                                        , À vérifier
Y a-t-il des prix pour les meilleurs projets ?                                                      , Les informations sur les distinctions académiques sont à vérifier.                                                                                                                                        , Vie Étudiante                                                                                       , Distinctions                                                       , À vérifier
SUP'PTIC organise-t-elle des compétitions ?                                                         , Des événements et compétitions peuvent être organisés.                                                                                                                                                    , Vie Étudiante                                                                                       , Compétitions                                                       , À vérifier
Peut-on participer à des hackathons ?                                                               , SUP'PTIC encourage la participation à des événements technologiques.                                                                                                                                      , Vie Étudiante                                                                                       , Événements tech                                                    , À vérifier
Y a-t-il des clubs de robotique ou de programmation ?                                               , Les clubs techniques sont à vérifier auprès des associations étudiantes.                                                                                                                                  , Vie Étudiante                                                                                       , Clubs techniques                                                   , À vérifier
SUP'PTIC a-t-elle une équipe de débat ?                                                             , Les informations sur les clubs et équipes sont à vérifier.                                                                                                                                                , Vie Étudiante                                                                                       , Clubs                                                              , À vérifier
Y a-t-il des activités de bénévolat ?                                                               , Les opportunités de bénévolat et engagement citoyen sont à vérifier.                                                                                                                                      , Vie Étudiante                                                                                       , Bénévolat                                                          , À vérifier
Comment contribuer à la vie du campus ?                                                             , Par la participation aux associations événements et instances représentatives.                                                                                                                            , Vie Étudiante                                                                                       , Engagement                                                         , À vérifier
Y a-t-il une radio ou TV étudiante ?                                                                , Les informations sur les médias étudiants sont à vérifier.                                                                                                                                                , Vie Étudiante                                                                                       , Médias étudiants                                                   , À vérifier
Peut-on créer un podcast à SUP'PTIC ?                                                               , Les initiatives créatives peuvent être soutenues à vérifier.                                                                                                                                              , Vie Étudiante                                                                                       , Projets créatifs                                                   , À vérifier
Y a-t-il des espaces de coworking ?                                                                 , Les espaces de travail disponibles sont à vérifier.                                                                                                                                                       , Infrastructures et Ressources                                                                       , Espaces de travail                                                 , À vérifier
Les étudiants peuvent-ils utiliser les salles le week-end ?                                         , Les modalités d'accès aux infrastructures le week-end sont à vérifier.                                                                                                                                    , Infrastructures et Ressources                                                                       , Accès salles                                                       , À vérifier
Y a-t-il une cafétéria sur le campus ?                                                              , Les informations sur les espaces de restauration sont à vérifier.                                                                                                                                         , Vie Étudiante                                                                                       , Restauration                                                       , À vérifier
Où manger près de SUP'PTIC ?                                                                        , Plusieurs restaurants et espaces de restauration sont disponibles dans les environs.                                                                                                                      , Vie Pratique                                                                                        , Restauration                                                       , À vérifier
Le campus est-il ouvert pendant les vacances ?                                                      , Les horaires d'ouverture pendant les périodes de congé sont à vérifier.                                                                                                                                   , Vie Pratique                                                                                        , Horaires                                                           , À vérifier
Quand sont les vacances universitaires ?                                                            , Le calendrier académique définit les périodes de congé.                                                                                                                                                   , Vie Étudiante                                                                                       , Calendrier académique                                              , À vérifier
Y a-t-il des cours pendant les vacances ?                                                           , Des sessions de rattrapage ou cours d'été peuvent être organisés.                                                                                                                                         , Vie Étudiante                                                                                       , Sessions d'été                                                     , À vérifier
Peut-on suivre des cours en ligne pendant les vacances ?                                            , La plateforme E-learning est accessible pour l'apprentissage continu.                                                                                                                                     , Programmes Académiques                                                                              , E-learning                                                         , https://training.e-supptic.cm/
Comment obtenir un certificat de formation continue ?                                               , Les certifications de formation continue sont délivrées selon les formations suivies.                                                                                                                     , Services Administratifs                                                                             , Certifications                                                     , À vérifier
SUP'PTIC propose-t-elle des formations courtes ?                                                    , Oui des formations continues et courtes sont disponibles.                                                                                                                                                 , Programmes Académiques                                                                              , Formations courtes                                                 , https://e-supptic.cm/
Qui peut suivre une formation continue à SUP'PTIC ?                                                 , Les professionnels et toute personne intéressée peuvent suivre les formations continues.                                                                                                                  , Programmes Académiques                                                                              , Formation continue                                                 , https://e-supptic.cm/
Les formations continues sont-elles certifiantes ?                                                  , Oui des certifications peuvent être délivrées.                                                                                                                                                            , Programmes Académiques                                                                              , Certifications                                                     , À vérifier
Comment s'inscrire à une formation continue ?                                                       , Via le site web ou en contactant le service des formations continues.                                                                                                                                     , Inscriptions et Admissions                                                                          , Formation continue                                                 , À vérifier
Y a-t-il des formations le soir ou le week-end ?                                                    , Des formats adaptés aux professionnels peuvent être proposés.                                                                                                                                             , Programmes Académiques                                                                              , Horaires flexibles                                                 , À vérifier
SUP'PTIC forme-t-elle en entreprise ?                                                               , Des formations intra-entreprise peuvent être organisées.                                                                                                                                                  , Programmes Académiques                                                                              , Formation en entreprise                                            , À vérifier
Peut-on obtenir une formation sur mesure ?                                                          , Des programmes personnalisés peuvent être développés pour les entreprises.                                                                                                                                , Programmes Académiques                                                                              , Formation sur mesure                                               , À vérifier
Comment devenir enseignant à SUP'PTIC ?                                                             , Les opportunités d'enseignement sont à vérifier auprès de la direction.                                                                                                                                   , Carrières et Insertion                                                                              , Enseignement                                                       , À vérifier
SUP'PTIC recrute-t-elle du personnel ?                                                              , Les offres d'emploi sont publiées selon les besoins.                                                                                                                                                      , Carrières et Insertion                                                                              , Emploi                                                             , À vérifier
Y a-t-il des opportunités de recherche à SUP'PTIC ?                                                 , SUP'PTIC mène des activités de recherche appliquée.                                                                                                                                                       , Introduction                                                                                        , Recherche                                                          , https://e-supptic.cm/a-propos-de-nous/
Comment participer à un projet de recherche ?                                                       , Les opportunités de recherche sont à discuter avec les enseignants chercheurs.                                                                                                                            , Programmes Académiques                                                                              , Recherche                                                          , À vérifier
SUP'PTIC publie-t-elle des revues scientifiques ?                                                   , Les informations sur les publications scientifiques sont à vérifier.                                                                                                                                      , Communication et Vie Institutionnelle                                                               , Publications                                                       , À vérifier
Y a-t-il des colloques organisés par SUP'PTIC ?                                                     , SUP'PTIC peut organiser ou participer à des événements scientifiques.                                                                                                                                     , Vie Étudiante                                                                                       , Événements académiques                                             , À vérifier
Comment présenter un papier à un colloque ?                                                         , Les modalités de soumission sont définies par chaque événement.                                                                                                                                           , Programmes Académiques                                                                              , Recherche                                                          , À vérifier
Les étudiants peuvent-ils publier des articles ?                                                    , Oui les travaux de qualité peuvent être publiés.                                                                                                                                                          , Programmes Académiques                                                                              , Publications                                                       , À vérifier
Y a-t-il un laboratoire de recherche ?                                                              , SUP'PTIC dispose de laboratoires pour la recherche appliquée.                                                                                                                                             , Infrastructures et Ressources                                                                       , Recherche                                                          , https://e-supptic.cm/a-propos-de-nous/
Quels sont les domaines de recherche de SUP'PTIC ?                                                  , Télécommunications réseaux TIC et gestion des entreprises du secteur.                                                                                                                                     , Introduction                                                                                        , Recherche                                                          , https://e-supptic.cm/a-propos-de-nous/
SUP'PTIC collabore-t-elle avec l'industrie ?                                                        , Oui SUP'PTIC a des partenariats avec des entreprises du secteur.                                                                                                                                          , Services Administratifs                                                                             , Partenariats                                                       , https://e-supptic.cm/
Comment proposer un partenariat à SUP'PTIC ?                                                        , En contactant la direction de l'école.                                                                                                                                                                    , Services Administratifs                                                                             , Partenariats                                                       , https://e-supptic.cm/contactez-nous/
Les entreprises peuvent-elles recruter sur le campus ?                                              , Oui des opportunités de recrutement et forums emploi peuvent être organisés.                                                                                                                              , Carrières et Insertion                                                                              , Recrutement                                                        , À vérifier
Y a-t-il une plateforme emploi pour les diplômés ?                                                  , Les informations sur l'accompagnement à l'insertion sont à vérifier.                                                                                                                                      , Carrières et Insertion                                                                              , Plateforme emploi                                                  , À vérifier
SUP'PTIC aide-t-elle à la rédaction de CV ?                                                         , Des ateliers de préparation professionnelle peuvent être proposés.                                                                                                                                        , Carrières et Insertion                                                                              , Préparation carrière                                               , À vérifier
Y a-t-il des simulations d'entretien ?                                                              , Des préparations aux entretiens peuvent être organisées.                                                                                                                                                  , Carrières et Insertion                                                                              , Préparation entretiens                                             , À vérifier
Comment rejoindre le réseau des anciens ?                                                           , En contactant l'association des anciens de SUP'PTIC.                                                                                                                                                      , Carrières et Insertion                                                                              , Alumni                                                             , À vérifier
Y a-t-il une association des anciens de SUP'PTIC ?                                                  , Avec plus de 10941 diplômés un réseau d'anciens existe.                                                                                                                                                   , Carrières et Insertion                                                                              , Alumni                                                             , https://e-supptic.cm/
Les anciens peuvent-ils revenir sur le campus ?                                                     , Oui les anciens sont bienvenus pour des événements et mentorat.                                                                                                                                           , Carrières et Insertion                                                                              , Alumni                                                             , À vérifier
Y a-t-il un programme de mentorat ?                                                                 , Les programmes de mentorat par les anciens sont à vérifier.                                                                                                                                               , Carrières et Insertion                                                                              , Mentorat                                                           , À vérifier
Comment devenir mentor pour les étudiants ?                                                         , En contactant l'association des anciens ou l'administration.                                                                                                                                              , Carrières et Insertion                                                                              , Mentorat                                                           , À vérifier
SUP'PTIC organise-t-elle des retrouvailles d'anciens ?                                              , Des événements pour anciens peuvent être organisés.                                                                                                                                                       , Carrières et Insertion                                                                              , Événements alumni                                                  , À vérifier
Peut-on faire un don à SUP'PTIC ?                                                                   , Les modalités de contribution au développement de l'école sont à vérifier.                                                                                                                                , Services Administratifs                                                                             , Dons                                                               , À vérifier
Y a-t-il un fonds de dotation ?                                                                     , Les informations sur les fonds et dotations sont à vérifier.                                                                                                                                              , Services Administratifs                                                                             , Financement                                                        , À vérifier
Comment soutenir financièrement SUP'PTIC ?                                                          , En contactant la direction pour discuter des modalités.                                                                                                                                                   , Services Administratifs                                                                             , Soutien                                                            , https://e-supptic.cm/contactez-nous/
SUP'PTIC accepte-t-elle les dons de matériel ?                                                      , Les dons d'équipements peuvent être acceptés selon les besoins.                                                                                                                                           , Services Administratifs                                                                             , Dons matériel                                                      , À vérifier
Y a-t-il des opportunités de mécénat ?                                                              , Les partenariats de mécénat sont possibles.                                                                                                                                                               , Services Administratifs                                                                             , Mécénat                                                            , À vérifier
Comment organiser un événement sponsorisé ?                                                         , En contactant l'administration pour discuter du projet.                                                                                                                                                   , Vie Étudiante                                                                                       , Événements                                                         , https://e-supptic.cm/contactez-nous/
Les entreprises peuvent-elles sponsoriser des étudiants ?                                           , Oui des bourses d'entreprise peuvent être mises en place.                                                                                                                                                 , Inscriptions et Admissions                                                                          , Bourses                                                            , À vérifier
Y a-t-il des bourses d'excellence ?                                                                 , Les informations sur les bourses disponibles sont à vérifier.                                                                                                                                             , Inscriptions et Admissions                                                                          , Bourses                                                            , À vérifier
Comment obtenir une bourse d'études ?                                                               , En se renseignant auprès du service de scolarité sur les bourses disponibles.                                                                                                                             , Inscriptions et Admissions                                                                          , Bourses                                                            , À vérifier
Y a-t-il des aides pour les étudiants en difficulté ?                                               , Des aides sociales peuvent être disponibles à vérifier.                                                                                                                                                   , Inscriptions et Admissions                                                                          , Aides sociales                                                     , À vérifier
SUP'PTIC a-t-elle un service social ?                                                               , Les services d'accompagnement social sont à vérifier.                                                                                                                                                     , Services Administratifs                                                                             , Service social                                                     , À vérifier
Comment contacter le service social ?                                                               , Via l'administration de SUP'PTIC.                                                                                                                                                                         , Services Administratifs                                                                             , Contact                                                            , https://e-supptic.cm/contactez-nous/
